experiment_name,model_name,top_n,train_end_date,baseline_sharpe,ml_sharpe,baseline_max_drawdown,ml_max_drawdown,sharpe_improvement,drawdown_improvement,n_test_rows,n_pred_rows,avg_proba_up,std_proba_up
rf_top3,rf,3,2020-12-31,0.012260530337100105,0.6101734472497135,-0.39515909104736646,-0.2691122506367897,0.5979129169126134,0.1260468404105768,7494,7494,0.5793052860985013,0.038540809751265746
logistic_top4,logistic,4,2020-12-31,0.012260530337100105,0.55552265939998,-0.39515909104736646,-0.2561053311781606,0.54326212906288,0.13905375986920587,7494,7494,0.6914779135414832,0.04349301185632351
logistic_top2,logistic,2,2020-12-31,0.012260530337100105,0.5486839800570537,-0.39515909104736646,-0.20351268568888947,0.5364234497199536,0.191646405358477,7494,7494,0.6914779135414832,0.04349301185632351
logistic_top3,logistic,3,2020-12-31,0.012260530337100105,0.4999556863554264,-0.39515909104736646,-0.25601518915638943,0.4876951560183263,0.13914390189097703,7494,7494,0.6914779135414832,0.04349301185632351
rf_top2,rf,2,2020-12-31,0.012260530337100105,0.4299723660605871,-0.39515909104736646,-0.3221005920527399,0.41771183572348697,0.07305849899462658,7494,7494,0.5793052860985013,0.03854080975126574
