strategy_name,annual_return,annual_volatility,sharpe,max_drawdown
momentum_baseline,0.0018727949059371696,0.15260762027761265,0.012260530337100105,-0.39515909104736646
logistic_top2,0.09289594599747075,0.16192683950126283,0.5486839800570537,-0.20351268568888947
rf_top3,0.10448523400546428,0.16290281661201186,0.6101734472497135,-0.2691122506367897
